property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,pooja room,luxury_score,furnish_score,floor_category
house,kukatpally,4.0,8.0,2,Moderately Old,4050.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,kushaiguda,3.0,3.0,3+,New Property,1350.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,mokila,4.0,4.0,0,New Property,7200.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,malkajgiri,3.0,4.0,2,New Property,1890.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,alwal,2.0,2.0,3+,New Property,5300.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,kothapet,4.0,3.0,1,New Property,4000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kapra,2.0,2.0,1,New Property,2700.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,gajulramaram,2.0,7.0,3+,New Property,1368.0,0.0,1.0,1.0,Medium,unfurnished,Mid Floor
house,kukatpally,2.0,2.0,0,Moderately Old,1521.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,turkayamjal,3.0,3.0,2,Relatively New,2100.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,dammaiguda,2.0,3.0,2,Relatively New,143.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,kapra,5.0,5.0,2,Moderately Old,1800.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,parvathapur,2.0,2.0,3,Relatively New,148.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,muthangi,3.0,3.0,2,New Property,2000.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,kapra,2.0,4.0,3+,New Property,4000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,saidabad,2.0,1.0,0,Old Property,140.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,bachupally,2.0,6.0,3+,New Property,1503.0,0.0,1.0,1.0,Low,unfurnished,Mid Floor
house,nacharam,4.0,5.0,3,Moderately Old,1759.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,meerpet,3.0,7.0,3,Moderately Old,100.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,indresham,4.0,4.0,1,New Property,999.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,bhanur,2.0,2.0,0,Relatively New,1232.0,0.0,0.0,1.0,High,unfurnished,Low Floor
house,salala barkas,2.0,2.0,0,New Property,702.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,borabanda,2.0,2.0,0,Relatively New,900.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,dundigal,2.0,1.0,2,Under Construction,900.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,hayathnagar,2.0,2.0,3,New Property,1800.0,0.0,1.0,1.0,Medium,unfurnished,Low Floor
house,hmt swarnapuri colony,6.0,5.0,3,Moderately Old,4800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,osmania university teachers colony,4.0,4.0,3,Old Property,1800.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,dammaiguda,3.0,2.0,1,Relatively New,1700.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,uppal,4.0,4.0,2,Relatively New,1980.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,ameenpur village,2.0,2.0,1,Moderately Old,1035.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,indresham,2.0,2.0,1,New Property,1000.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,hanuman nagar colony,2.0,5.0,3,Under Construction,1350.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
house,narapally,3.0,4.0,2,New Property,2000.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,old bowenpally,3.0,3.0,3,New Property,1782.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,amberpet,4.0,4.0,0,New Property,1800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kapra,2.0,3.0,1,New Property,800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kanchan bagh,1.0,1.0,0,Moderately Old,360.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,champapet,4.0,5.0,0,New Property,2500.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kishan bagh,4.0,5.0,1,Relatively New,2000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,badangpet,5.0,5.0,3,New Property,3400.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kondakal,3.0,3.0,0,New Property,2150.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,new malakpet,5.0,3.0,0,Old Property,4626.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,peerzadiguda,2.0,3.0,0,New Property,900.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,boduppal,2.0,2.0,2,Old Property,1350.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,sainikpuri,4.0,3.0,0,Moderately Old,2300.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,nadargul,2.0,3.0,2,New Property,1530.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,alwal,3.0,3.0,1,New Property,3240.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,rampally,2.0,2.0,3+,Relatively New,1750.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,alwal,3.0,3.0,1,Old Property,3240.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,shapur nagar,2.0,5.0,1,Old Property,540.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,aminpur,2.0,2.0,1,Moderately Old,1440.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,nadargul,2.0,2.0,1,New Property,125.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,gundlapochampalli,2.0,2.0,0,Old Property,1000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,balapur,1.0,1.0,0,Relatively New,1080.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,uppal,4.0,3.0,0,New Property,4000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kismathpur,3.0,3.0,2,New Property,2394.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,balapur,2.0,1.0,0,New Property,700.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,ramanthapur,3.0,3.0,0,New Property,257.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,malkajgiri,1.0,1.0,0,New Property,1100.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,alwal,2.0,2.0,1,Old Property,1530.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,medipally,3.0,9.0,3+,New Property,6500.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,balapur,3.0,2.0,1,New Property,100.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,medipally,1.0,1.0,1,Old Property,1350.0,1.0,0.0,0.0,Low,unfurnished,Low Floor
house,alwal,5.0,10.0,2,Moderately Old,5500.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,balapur,3.0,3.0,2,Moderately Old,3500.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,canara nagar,2.0,2.0,1,New Property,81.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,ramakrishnapuram,2.0,2.0,0,Old Property,1800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,hayathnagar,3.0,3.0,1,New Property,1620.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,patancheru,4.0,4.0,2,New Property,5700.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,medipally,4.0,5.0,0,New Property,3200.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,boduppal,2.0,2.0,3,Relatively New,128.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,nallagandla,5.0,4.0,3+,Moderately Old,3900.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,rl nagar,2.0,3.0,0,New Property,1100.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,bahadurpally,3.0,3.0,2,New Property,913.5,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,allwyn colony,2.0,6.0,3+,New Property,1350.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,ramakrishnapuram,4.0,8.0,2,Old Property,210.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kothapet,2.0,6.0,3,New Property,3000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,jubilee hills,4.0,4.0,3,Old Property,3276.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,mallapur,2.0,2.0,1,Old Property,837.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,badangpet,2.0,2.0,1,Moderately Old,900.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,dammaiguda,3.0,4.0,2,New Property,1440.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,balapur,3.0,4.0,3,Under Construction,191.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,kapra,2.0,5.0,3+,New Property,4400.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,ibrahimpatnam,2.0,2.0,0,Moderately Old,1800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,sainikpuri,3.0,3.0,1,New Property,135.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,parvathapur,2.0,2.0,0,New Property,1179.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,mokila,5.0,6.0,2,Relatively New,3600.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
house,gurram guda,4.0,6.0,2,Relatively New,2500.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,yousufguda,2.0,4.0,2,Moderately Old,900.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,nizampet,5.0,6.0,3+,New Property,3600.0,1.0,0.0,1.0,Medium,unfurnished,Mid Floor
house,rl nagar,4.0,4.0,2,Relatively New,1260.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,defence colony,3.0,2.0,1,Moderately Old,1557.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,balapur,3.0,3.0,1,Moderately Old,890.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,narsingi,4.0,5.0,0,Moderately Old,5200.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,peerzadiguda,2.0,2.0,1,Relatively New,267.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,tolichowki,5.0,5.0,3+,Moderately Old,2700.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,anand bagh,8.0,11.0,3+,Old Property,2700.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,moula ali,3.0,3.0,2,Old Property,1350.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,gandhamguda,2.0,2.0,1,New Property,900.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,mallampet,2.0,3.0,1,New Property,1650.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,serlingampally,10.0,4.0,3+,New Property,7290.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,chintal,2.0,4.0,0,Moderately Old,1200.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,boduppal,3.0,3.0,3,Under Construction,1170.0,1.0,1.0,1.0,Low,unfurnished,Low Floor
house,boduppal,2.0,3.0,1,Relatively New,1350.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,yapral,3.0,4.0,2,Relatively New,1800.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,bowenpally,1.0,1.0,0,New Property,3000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,appa junction,5.0,5.0,1,New Property,4500.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,yapral,4.0,8.0,3+,New Property,2070.0,1.0,1.0,1.0,Low,semifurnished,Low Floor
house,rampally,2.0,2.0,3+,Relatively New,1100.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,auronautic enclave,2.0,4.0,2,Old Property,900.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,gandipet,4.0,3.0,2,Moderately Old,2799.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,peerzadiguda,4.0,7.0,3+,New Property,1772.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,new bowenpally,4.0,4.0,2,Old Property,3600.0,0.0,0.0,1.0,Low,semifurnished,Low Floor
house,nagole,5.0,5.0,0,New Property,4000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kompally,6.0,6.0,2,Relatively New,2070.0,0.0,1.0,1.0,Low,unfurnished,Low Floor
house,almas guda,2.0,2.0,0,New Property,143.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,peerzadiguda,2.0,2.0,1,Moderately Old,2025.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,lb nagar,2.0,3.0,2,Relatively New,1250.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,beeramguda,5.0,5.0,2,New Property,2600.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,turkapally,2.0,2.0,3,Moderately Old,140.0,0.0,0.0,0.0,Medium,unfurnished,Low Floor
house,gaddi annaram,4.0,6.0,0,New Property,1600.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,boduppal,2.0,3.0,0,New Property,1350.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,lothkunta,4.0,3.0,1,New Property,217.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,hayathnagar,4.0,5.0,2,New Property,1503.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,gurram guda,2.0,2.0,1,New Property,1800.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,dammaiguda,4.0,4.0,2,New Property,167.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,bhanur,3.0,4.0,2,New Property,2495.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,dammaiguda,3.0,3.0,1,Relatively New,900.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kompally,5.0,5.0,3+,New Property,4100.0,1.0,1.0,1.0,Low,unfurnished,Mid Floor
house,champapet,2.0,2.0,0,Old Property,2862.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,dundigal,3.0,3.0,0,New Property,2200.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,ahmedguda,2.0,2.0,1,Relatively New,1503.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,yapral,4.0,3.0,2,Relatively New,3900.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,dilsukh nagar,4.0,2.0,0,Moderately Old,1700.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,ghatkesar,3.0,4.0,1,Relatively New,1900.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,suraram,1.0,1.0,0,Moderately Old,598.5,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,mallapur,4.0,4.0,1,Moderately Old,2700.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,tukaram gate,3.0,2.0,1,Moderately Old,540.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,yamnampet,1.0,1.0,0,Relatively New,999.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,meerpet,2.0,2.0,1,Old Property,936.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,rajendra nagar,6.0,4.0,2,Relatively New,3250.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,uppal,3.0,4.0,2,Moderately Old,1152.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,gaddi annaram,3.0,2.0,1,Old Property,1500.0,0.0,0.0,0.0,Low,furnished,Low Floor
house,alwal,4.0,3.0,3+,Moderately Old,2070.0,0.0,1.0,0.0,Low,unfurnished,Low Floor
house,khairatabad,5.0,5.0,3,Moderately Old,219.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,jodimetla,2.0,3.0,0,Old Property,160.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,thumkunta,2.0,4.0,3+,New Property,3600.0,0.0,1.0,1.0,Low,semifurnished,Low Floor
house,thumkunta,4.0,4.0,3+,New Property,3600.0,1.0,0.0,0.0,Medium,furnished,Low Floor
house,kukatpally,2.0,5.0,3+,Old Property,700.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,bowrampet,3.0,3.0,1,Moderately Old,2400.0,1.0,1.0,1.0,Medium,unfurnished,Low Floor
house,nizampet,2.0,5.0,2,Moderately Old,1215.0,1.0,1.0,1.0,Medium,unfurnished,Mid Floor
house,gandimaisamma,4.0,3.0,2,Under Construction,2410.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,badangpet,2.0,2.0,1,Under Construction,747.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,boduppal,2.0,5.0,3+,New Property,1250.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,bowenpally,7.0,7.0,2,Moderately Old,5000.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
house,anand nagar colony,5.0,5.0,2,Under Construction,3114.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,tukkuguda,3.0,4.0,3+,New Property,2394.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,narapally,2.0,1.0,0,New Property,1260.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,badangpet,2.0,3.0,2,New Property,1503.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,boduppal,4.0,5.0,0,New Property,1950.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,patancheru,6.0,4.0,1,Moderately Old,2800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,gowdavalli,4.0,6.0,3,New Property,4310.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,suchitra,6.0,6.0,3+,Relatively New,4000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,isnapur,4.0,12.0,3+,Relatively New,1800.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,tellapur,2.0,2.0,2,Relatively New,1800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kanajiguda,4.0,4.0,2,Under Construction,1350.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,kanajiguda,3.0,3.0,2,Under Construction,999.0,1.0,0.0,1.0,Low,unfurnished,Mid Floor
house,masab tank,3.0,3.0,1,Old Property,2700.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,alwal,3.0,3.0,3,New Property,1350.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,nizampet,4.0,4.0,1,Relatively New,2700.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,chandrayangutta,2.0,1.0,0,Relatively New,80.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,beeramguda,4.0,4.0,1,New Property,1350.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,pedda amberpet,4.0,4.0,3+,Relatively New,3000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,balapur,3.0,3.0,1,Relatively New,1080.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,chengicherla,3.0,3.0,0,Relatively New,174.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,yapral,4.0,4.0,3+,New Property,3000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,vanasthalipuram,4.0,4.0,1,Moderately Old,3000.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,lb nagar,2.0,2.0,1,Moderately Old,1800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,tolichowki,2.0,2.0,0,Moderately Old,79.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,nadargul,2.0,3.0,0,New Property,1350.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,badangpet,3.0,3.0,3,New Property,9000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,miyapur,5.0,5.0,1,Relatively New,1998.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,langer house,5.0,5.0,3+,New Property,6125.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,hayathnagar,8.0,12.0,3+,New Property,6075.0,1.0,1.0,1.0,Medium,unfurnished,Mid Floor
house,badangpet,2.0,2.0,0,Moderately Old,1053.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,meerpet,4.0,4.0,0,Old Property,200.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,borabanda,2.0,4.0,3+,Old Property,1764.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kowkur,3.0,4.0,2,New Property,2200.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,ram nagar,1.0,1.0,0,Moderately Old,450.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,banjara hills,3.0,2.0,2,Old Property,2884.0,0.0,0.0,0.0,Low,semifurnished,Low Floor
house,bowenpally,3.0,3.0,3+,Old Property,275.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,balapur,3.0,2.0,1,New Property,100.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,nadargul,4.0,6.0,2,New Property,2700.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,medipally,4.0,5.0,2,Under Construction,3700.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kismathpur,1.0,1.0,0,Old Property,600.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,patancheru,3.0,3.0,2,Under Construction,1750.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,trimulgherry,5.0,5.0,1,New Property,3000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,nagole,3.0,3.0,1,New Property,3051.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,nadargul,2.0,2.0,2,Moderately Old,120.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,boduppal,2.0,2.0,0,Under Construction,1494.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,hastinapuram,3.0,3.0,0,New Property,3600.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,ameerpet,3.0,8.0,0,New Property,172.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,shankarpally,3.0,3.0,2,New Property,275.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,lb nagar,5.0,5.0,1,New Property,3600.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,amberpet,3.0,6.0,2,Moderately Old,1800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,dr as rao nagar,4.0,4.0,0,New Property,2160.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,narapally,3.0,3.0,0,New Property,1880.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,santosh nagar,3.0,3.0,2,New Property,275.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,peerzadiguda,2.0,2.0,1,Old Property,1197.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,shad nagar,2.0,2.0,1,Under Construction,150.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,boduppal,2.0,3.0,1,New Property,720.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,turkayamjal,4.0,4.0,2,Relatively New,3000.0,0.0,0.0,1.0,Low,unfurnished,Mid Floor
house,chintal,6.0,7.0,2,Relatively New,2187.0,1.0,0.0,0.0,Low,unfurnished,Low Floor
house,badangpet,2.0,2.0,1,Old Property,1197.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,east marredpally,12.0,10.0,3+,Old Property,6300.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,nagole,2.0,2.0,1,Old Property,1098.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,meerpet,5.0,5.0,1,New Property,1935.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,sanath nagar,5.0,3.0,0,Under Construction,1620.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,hasmatpet,4.0,2.0,0,Old Property,1650.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,old alwal,4.0,4.0,2,Moderately Old,150.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,kompally,4.0,5.0,1,Under Construction,2403.0,1.0,0.0,1.0,Medium,unfurnished,Low Floor
house,rl nagar,2.0,4.0,1,Relatively New,999.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,ghatkesar,4.0,5.0,1,Moderately Old,2600.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,gurram guda,2.0,2.0,1,Moderately Old,1800.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,yapral,3.0,3.0,0,Moderately Old,2800.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,almas guda,4.0,4.0,3,New Property,1650.0,1.0,0.0,1.0,Low,unfurnished,Low Floor
house,defence colony,4.0,4.0,0,Old Property,3600.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,hasmatpet,5.0,6.0,3,Under Construction,3200.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,kundanpally,2.0,4.0,2,New Property,3500.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,chengicherla,4.0,5.0,1,Moderately Old,2500.0,0.0,0.0,1.0,Low,semifurnished,Low Floor
house,dammaiguda,3.0,4.0,2,New Property,1035.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,pocharam,2.0,2.0,1,Relatively New,1200.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,almas guda,2.0,2.0,1,Relatively New,900.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,amberpet,2.0,2.0,1,Old Property,85.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,bhel,3.0,4.0,3,Old Property,105.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,dr as rao nagar,6.0,5.0,3+,Old Property,3000.0,0.0,0.0,1.0,Low,unfurnished,Low Floor
house,shaheen nagar,3.0,3.0,1,Old Property,1800.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,boduppal,4.0,4.0,0,New Property,1500.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,sai nagar,5.0,5.0,0,Old Property,2400.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,miyapur,4.0,4.0,0,New Property,2200.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,hayathnagar,2.0,3.0,1,New Property,150.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,meerpet,2.0,3.0,0,Moderately Old,1458.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,banjara hills,2.0,6.0,3,Relatively New,45.0,0.0,0.0,0.0,Low,unfurnished,Mid Floor
house,boduppal,2.0,3.0,2,Old Property,1400.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,balapur,2.0,2.0,0,Old Property,2088.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,shad nagar,1.0,1.0,0,New Property,2000.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,munganoor,1.0,1.0,1,New Property,104.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,muthangi,3.0,3.0,1,New Property,1530.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,bachupally,4.0,5.0,1,Old Property,3105.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,boduppal,2.0,2.0,0,New Property,1335.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,chintal,5.0,5.0,2,New Property,2880.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,peerzadiguda,2.0,3.0,0,Relatively New,1100.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
house,kothapet,2.0,4.0,3+,Old Property,2400.0,0.0,0.0,0.0,Low,unfurnished,Low Floor
